product_name,product_ticker,category,release_date,sale_count,average_sale_price,topic,material,special_version,search_volume
Funko Pop! Animation Care Bear Trick-or-Sweet Bear Funko Shop Edition Figure #420,F-POACBTB20,anime,,3,48,care bear,no,funko_shop_limited,14000
Funko Pop! Disney Carl and Ellie Movie Moment Fall Convention Exclusive Figure #979,F-PODCAEM79,disney,10/8/2020,10,52.2,carl and ellie,no,fall_convention,3000
Funko Pop! Disney Pirates of the Caribbean Treasure Skeleton (Glow) ECCC Exclusive Figure #783,F-PODPOTC83,disney,,10,237.4,treasure skeleton,glow,ECCC,10
Funko Pop! Disney Pirates of the Caribbean Treasure Skeleton Disney Exclusive Figure #783,F-PODPOTC83,disney,,3,77,treasure skeleton,no,disney_exclusive,10
Funko Pop! Disney Dumbo On The Casey Jr Circus Train Attraction Funko Shop Exclusive Figure #05,F-PODDOTC05,disney,9/18/2020,10,95.6,casey jr circus train,no,funko_shop_limited,100
Funko Pop! Disney Carl and Ellie Movie Moment NYCC Exclusive Figure #979,F-PODCAEM7,disney,10/8/2020,10,62.8,carl and ellie,no,NYCC,3000
Funko Pop! Disney Stitch on Tricycle Funko Shop Exclusive Figure #784,F-PODSOTF84,disney,9/25/2020,4,44.75,stitch,no,funko_shop_limited,545000
Funko Pop! Adventures Of The Gummi Bears Ogre ECCC Exclusive Figure #782,F-POAOTGB82,disney,,4,92.5,ogre,no,ECCC,50000
Funko Pop! Disney Winnie The Pooh Eeyore (Glitter) (Diamond Collection) (Chase) Hot Topic Exclusive Figure #254,F-PODWTPE54,disney,2/15/2019,8,77,eeyore,no,hot_topic_exclusive,83000
Funko Pop! Disney Duck Tales Scrooge McDuck Entertainment Earth Exclusive Figure #555,F-PODDTS555,disney,,4,34.5,scrooge mcduck,no,earth_exclusive,40000
Funko Pop! Disney Toy Story Rex Figure #171,F-PODTSRF71,disney,10/26/2015,3,52.66666667,toy story rex,no,no,2500
Funko Pop! Disney Hades Diamond Collection Chase Hot Topic Figure #381,F-PODHDCC81,disney,9/20/2020,2,59.5,hades diamond,no,hot_topic_exclusive,10
Funko Pop! Disney Toy Story Buzz Lightyear Figure #02,F-PODTSBL02,disney,8/15/2013,2,100,toy story buzz lightyear,no,no,2400
Funko Pop! Disney Monsters Sulley (Flocked) Amazon Exclusive Figure #385,F-PODMSA85,disney,,2,26.5,monsters sulley,flocked,amazon_exclusive,40
Funko Pop! Disney Toy Story Army Man Toy Story Land (Box Lunch Exclusive) Figure #377,F-PODTSAMB77,disney,,3,52.66666667,toy story army man,no,box_lunch_exclusive,40
Funko Pop! Disney Baymax with Mochi (Glow) Chase Box Lunch Exclusive Figure #988,F-PODBWM88,disney,,2,69,baymax,glow,box_lunch_exclusive,34000
Funko Pop! Disney Toy Story Bullseye (Flocked) Funko Shop Edition Figure #520,F-PODTSB20,disney,,3,18.66666667,toy story bullseye,flocked,funko_shop_limited,1000
Funko Pop! Disney Kingdom Hearts Organization 13 Mickey (Glow) (Chase) Box Lunch Exclusive Figure #334,FPO-DKHO1MGCF33,disney,,2,95,mickey,glow,box_lunch_exclusive,330000
Funko Pop! Disney Toy Story Lotso (Flocked) D23 Expo Figure #13,F-PODTSL13,disney,1/1/2011,2,1577.5,toy story lotso,flocked,d32_expo,250
Funko Pop! Disney Lilo And Stitch Scrump Figure #126,F-PODLASS26,disney,11/12/2014,1,155,scrump,no,no,4200
Funko Pop! Disney Big Hero 6 Baymax Diamond Collection Hot Topic Exclusive Figure #111,F-PODBH6B11,disney,,1,42,baymax,no,hot_topic_exclusive,34000
Funko Pop! Disney The Hunchback of Notre Dame Quasimodo Holding Gargoyle Summer Convention Exclusive Figure #574,F-PODTHON74,disney,,1,23,quasimodo,no,summer_convention,52000
Funko Pop! Disney Mickey The True Original Little Whirlwind Mickey Fall Convention Figure #432,F-PODMTTO32,disney,,1,32,mickey,no,fall_convention,330000
Funko Pop! Disney Peter Pan Figure #25,F-PODPPF25,disney,6/1/2012,1,60,peter pan,no,no,111000
Funko Pop! Disney Mickey Mouse Steamboat Willie Figure #24,F-PODMMSW24,disney,7/31/2013,1,108,steamboat willie,no,no,29000
Funko Pop! Disney Hercules Hades Red (Glow) (Chase) Hot Topic Exclusive Figure #381,F-PODHHR81,disney,2/1/2018,1,70,hercules hades,glow,SDCC,3200
Funko Pop! Disney The Pirates Of The Caribbean Jolly Roger (Glow) SDCC Figure #258,FPO-DTPTCJRG258,disney,6/1/2017,1,500,jolly roger,glow,SDCC,39000
Funko Pop! Disney The Haunted Mansion Madame Leota (Glow) Disney Park Exclusive Figure #575,F-PODTHMM75,disney,,1,55,madame leota,glow,disney_exclusive,5200
Funko Pop! Disney Mickey Mouse Figure #01,F-PODMMF01,disney,6/1/2011,4,39.25,mickey mouse,no,no,330000
Funko Pop! Disney Day Of The Dead Sally Figure #70,F-PODDOTD70,disney,6/1/2013,2,45,day of the dead sally,no,no,100
Funko Pop! Disney Maleficent (Glow) (Chase) Hot Topic Exclusive Figure #232,F-PODMH32,disney,3/31/2017,2,42.5,maleficent,glow,hot_topic_exclusive,240000
Funko Pop! Disney Incredibles 2 Edna Jack-Jack Summer Convention Figure #404,F-PODI2EJ04,disney,,1,24,edna jack jack,no,summer_convention,150
Funko Pop! Disney Up Russell Figure #60,F-PODURF60,disney,11/10/2013,3,84,up russell,no,no,1600
Funko Pop! Disney Parks Abominable Snowman (Flocked) NYCC Figure #289,F-PODPAS89,disney,7/30/2017,1,400,abominable snowman,flocked,NYCC,25000
Funko Pop! Disney The Pirates Of The Caribbean Jolly Roger Disney Parks Exclusive Figure #258,FPO-DTTCJRDP258,disney,12/2/2016,1,25,jolly roger,no,disney_exclusive,39000
Funko Pop! Disney Ursula Figure #28,F-PODUF28,disney,,1,120,ursula,no,no,88000
Funko Pop! Disney Lilo & Sitch Hula Lilo Hot Topic Exclusive Figure #521,F-PODLSH21,disney,,1,40,hula lilo,no,hot_topic_exclusive,80
Funko Pop! Disney Epcot 35 Figment Disney Parks Exclusive Figure #293,F-PODE3FD93,disney,7/24/2017,3,19.66666667,figment,no,disney_exclusive,18000
Funko Pop! Game of Thrones Jaqen H'Ghar Fall Convention Exclusive Figure #57,F-POGOTJHH57,game-of-thrones,,4,53,jaqen h'ghar,no,fall_convention,44000
Funko Pop! Game of Thrones Night King (Glow) HBO Shop Exclusive Figure #84,F-POGOTNK84,game-of-thrones,,10,18.2,night king,glow,hbo_shop_exclusive,8800
Funko Pop! Game of Thrones Arya Stark Spring Convention Figure #76,F-POGOTAS76,game-of-thrones,,10,21,arya stark,no,spring_convention,51000
Funko Pop! Game Of Thrones Ned Stark (Headless) (Bloody) SDCC Figure #02,F-POGOTNS02,game-of-thrones,2/12/2013,3,1027,ned stark,no,SDCC,22000
Funko Pop! Game Of Thrones Children Of The Forest (Metallic) HBO Shop Exclusive Figure #69,F-POGOTCO69,game-of-thrones,12/3/2018,10,26.3,children of the forest,metallic,hbo_shop_exclusive,2600
Funko Pop! Game Of Thrones Tyrion Lannister (Scarred) Figure #01,F-POGOTTL01,game-of-thrones,11/19/2013,1,600,tyrion lannister,no,no,41000
Funko Pop! Game Of Thrones White Walker (Glow in the Dark) HMV Exclusive Figure #06,F-POGOTWW06,game-of-thrones,1/3/2013,2,210,white walker,glow,hmv_exclusive,7900
Funko Pop! Game Of Thrones Joffrey Baratheon Figure #14,F-POGOTJB14,game-of-thrones,6/1/2014,2,54,joffrey baratheon,no,no,17000
Funko Pop! Game Of Thrones The Hound Figure #05,F-POGOTTH05,game-of-thrones,6/1/2012,2,42.5,the hound,no,no,35000
Funko Pop! Game Of Thrones Jaqen H'Ghar NYCC Figure #57,F-POGOTJH57,game-of-thrones,7/17/2017,2,59,jaqen h'ghar,no,NYCC,44000
Funko Pop! Game Of Thrones Hodor Figure #15,F-POGOTHF15,game-of-thrones,6/1/2014,1,40,hodor,no,no,26000
Funko Pop! Marvel WandaVision Pietro Maximoff Funko Shop Exclusive Figure #827,F-POMWPMF27,marvel,,10,48.2,pietro maximoff,no,funko_shop_limited,36000
Funko Pop! Marvel Hulk (Black Light) Funko Shop Exclusive Figure #822,F-POMHLF22,marvel,,10,53.8,hulk,no,funko_shop_limited,166000
Funko Pop! Marvel Deadpool Target Exclusive (Blacklight) Bobble-Head Figure #801,F-POMDTE01,marvel,3/26/2021,3,61.66666667,deadpool,no,target_exclusive,632000
Funko Pop! Marvel Carnage Black Light Funko Shop Bobble-Head #678,F-POMCBLF78,marvel,10/28/2020,10,158,carnage,no,funko_shop_limited,97000
Funko Pop! Marvel Spider-Man Black Light Target Exclusive Bobble-Head #652,F-POMSBLT52,marvel,6/21/2020,10,68.9,spider-man,no,target_exclusive,653000
Funko Pop! Marvel Black Panther (Chase) Bobble-Head Figure #273,F-POMBPB73,marvel,,10,46.7,black panther,no,no,1200000
Funko Pop! Marvel Avengers Endgame Morgan Stark and Tony Stark Pop In A Box Exclusive (Glow) 2-Pack,F-POMAEMSCK,marvel,,10,73.1,morgan stark,glow,pop_in_a_box_exclusive,19000
Funko Pop! Marvel Avengers Endgame Iron Man Fall Convention Bobble-Head Figure #529,F-POMAEIM29,marvel,,10,35,iron man,no,fall_convention,432000
Funko Pop! Marvel Venom Marvel Collectors Corp Exclusive Bobble-Head Figure #373,F-POMVMCC73,marvel,,9,57.11111111,venom,no,corp_exclusive,819000
Funko Pop! Marvel WandaVision 50s Vision Chase Bobble-Head #714,F-POMW5VC14,marvel,,5,73.4,wandavision,no,no,3300000
Funko Pop! Marvel Studios Wanda Vision Scalet Witch Hot Topic Exclusive Figure #828,F-POMSWVS28,marvel,,3,44.33333333,scarlet witch,no,hot_topic_exclusive,324000
Funko Pop! Marvel Avengers Endgame Loki Tessaract (Glow) Funko Shop Exclusive Bobble-Head #747,F-POMAELT47,marvel,,10,71.8,loki,glow,funko_shop_limited,203000
Funko Pop! Marvel Black Panther (Glow) Target Exclusive Bobble-Head Figure #273,F-POMBPT73,marvel,,10,64.6,black panther,glow,target_exclusive,1200000
Funko Pop! Marvel Venom Carnage (Tendrils) Fall Convention Exclusive Bobble-Head Figure #371,F-POMVCF71,marvel,,10,35.1,venom,no,fall_convention,819000
Funko Pop! Marvel Avengers Endgame Captain America Marvel Collection Corps Exclusive Bobble-Head Figure #481,F-POMAECA81,marvel,5/28/2019,10,69.8,captain america,no,corp_exclusive,214000
Funko Pop! Marvel Spider-Man Homecoming Tony Stark Summer Convention Bobble-Head Figure #225,F-POMSHTS25,marvel,,9,48.66666667,tony stark,no,summer_convention,119000
Funko Pop! Marvel Avengers Infinity War Stonekeeper Funko Shop Exclusive Figure #339,F-POMAIWS39,marvel,4/30/2018,10,76.1,stonekeeper,no,funko_shop_limited,5700
Funko Pop! Marvel Iron Man Black Light Target Exclusive Bobble-Head #649,F-POMIMBL49,marvel,6/21/2020,8,25.75,iron man,no,target_exclusive,432000
Funko Pop! Marvel Guardians Of The Galaxy Vol.2 Yondu Spring Convention Exclusive Bobble-Head Figure #310,F-POMGOTG10,marvel,,7,58.57142857,yondu,no,spring_convention,34000
Funko Pop! Marvel Captain America Black Light Target Exclusive Bobble-Head #648,F-POMCABL48,marvel,6/21/2020,6,27.33333333,captain america,no,target_exclusive,214000
Funko Pop! Marvel Studios The Frist Ten Years Iron Man (Mark 1) Summer Convention Bobble-Head Figure #338,F-POMSTFT38,marvel,,7,38.42857143,iron man,no,summer_convention,432000
Funko Pop! Marvel Doctor Strange Black Light Target Exclusive Bobble-Head #651,F-POMDSBL51,marvel,6/21/2020,5,25.2,doctor strange,no,target_exclusive,389000
Funko Pop! Marvel Spider-Man (Symbiote Suit) (Glow) Funko Shop Exclusive Figure #725,F-POMSS25,marvel,,5,47.6,spider-man,glow,funko_shop_limited,653000
Funko Pop! Marvel Deadpool Pandapool Hot Topic Exclusive Bobble-Head Figure #328,F-POMDPHT28,marvel,,7,22.42857143,pandapool,no,hot_topic_exclusive,250
Funko Pop! Marvel Thor Spring Convention Bobble-Head Figure #438,F-POMTSCB38,marvel,,4,38.5,thor,no,spring_convention,325000
Funko Pop! Marvel Avengers Endgame Thor FYE Exclusive Bobble-Head Figure #482,F-POMAETF82,marvel,,5,44.6,thor,no,fye_exclusive,325000
Funko Pop! Marvel Venom Anti-Venom (Eddie Brock) (Glow) Box Lunch Exclusive Figure #401,F-POMVAVB01,marvel,11/3/2018,10,120.6,venom,glow,box_lunch_exclusive,819000
Funko Pop! Marvel Zombies Zombie Magneto Funko Shop Exclusive Figure #663,F-POMZZMF63,marvel,8/19/2020,3,58.33333333,magneto,no,funko_shop_limited,92000
Funko Pop! Marvel Zombies Zombie Moon Knight Funko Exclusive Bobble-Head Figure #796,F-POMZZMK96,marvel,,3,40.66666667,moon knight,no,funko_shop_limited,4700
Funko Pop! Marvel Avengers Endgame Thanos Spring Convention Figure #592,F-POMAETS92,marvel,,3,26.66666667,thanos,no,spring_convention,941000
Funko Pop! Marvel Venom Bobble-Head Figure #363,F-POMVBF63,marvel,,2,42,venom,no,no,819000
Funko Pop! Marvel Agent Venom Pop in a Box Exclusive Bobble-Head Figure #507,F-POMAVPI07,marvel,,2,24.5,venom,no,pop_in_a_box_exclusive,819000
Funko Pop! Marvel Hobgoblin Marvel Collector Corps Exclusive Bobble-Head Figure #165,F-POMHMCC65,marvel,6/3/2016,3,210,hobgoblin,no,corp_exclusive,64000
Funko Pop! Marvel Guardians of the Galaxy Vol.2 Groot (with Candy Bowl) Bobble-Head Figure #264,F-POMGOTG64,marvel,,2,49.5,groot,no,no,106000
Funko Pop! Marvel Avengers Captain America Hot Topic Exclusive Bobble-Head Figure #464,F-POMACAH64,marvel,,2,35.5,captain america,no,hot_topic_exclusive,214000
Funko Pop! Marvel Thor Black Light Target Exclusive Bobble-Head #650,F-POMTBLT50,marvel,6/21/2020,2,25,thor,no,target_exclusive,325000
Funko Pop! Marvel 80 Years Deadpool Bobble-Head Figure #546,F-POM8YDB46,marvel,,4,61.25,deadpool,no,no,632000
Funko Pop! Marvel Black Panther (Glow) Walmart Exclusive Bobble-Head Figure #273,F-POMBPW73,marvel,,2,55,black panther,glow,walmart_exclusive,1200000
Funko Pop! Marvel Thor Ragnarok Thor (Glow) Summer Convention Edition Bobble-Head Figure #335,F-POMTRT35,marvel,,3,28,thor,glow,summer_convention,325000
Funko Pop! Marvel Avengers Endgame Stan Lee Funko Shop Exclusive Figure #726,F-POMAESL26,marvel,,2,29,stan lee,no,funko_shop_limited,288000
Funko Pop! Marvel Avengers Infinity War Thanos Blue Chrome Walmart Exclusive Bobble-Head Figure #289,F-POMAIWTB89,marvel,,3,21,thanos,no,walmart_exclusive,941000
Funko Pop! Marvel Captain America (WWII) Spring Convention Exclusive Figure #219,F-POMCAS19,marvel,1/3/2017,2,56.5,captain america,no,spring_convention,214000
Funko Pop! Deadpool Chicken Deadpool Amazon Exclusive Bobble-Head Figure #323,F-PODCDAE23,marvel,,1,30,chicken deadpool,no,amazon_exclusive,40
Funko Pop! Marvel Spider-Man Maximum Venom Venomized Spider-Man Walmart Exclusive Bobble-Head Figure #598,F-POMSMVV98,marvel,,1,42,venom,no,walmart_exclusive,819000
Funko Pop! Marvel Venom Carnage FYE Exclusive Bobble-Head Figure #372,F-POMVCFE72,marvel,,1,20,venom,no,fye_exclusive,819000
Funko Pop! Marvel Venomized Magneto Fall Convention Exclusive Bobble-Head #683,F-POMVMFC83,marvel,10/8/2020,1,99,magneto,no,fall_convention,92000
Funko Pop! Marvel Guardians of the Galaxy Star-Lord with Power Stone (Glow) Marvel Collectors Corp Figure #611,F-POMGOTG11,marvel,,1,43,star-lord,glow,corp_exclusive,7600
Funko Pop! Marvel Avengers Mech Strike Hulk (Glow) Funko Shop Exclusive Figure #833,F-POMAMSH33,marvel,,1,35,hulk,glow,funko_shop_limited,166000
Funko Pop! Marvel Deadpool King Deadpool FYE Exclusive Bobble-Head Figure #326,F-POMDKDF26,marvel,,1,14,king deadpool,no,fye_exclusive,250
Funko Pop! Marvel Venom Venomized Storm (Glow) Funko Shop Edition Bobble-Head Figure #512,F-POMVVS12,marvel,,1,31,venomized storm,glow,funko_shop_limited,40
Funko Pop! Marvel Black Panther Okoye (Red Dress) Fall Convention Bobble-Head Figure #385,F-POMBPO85,marvel,,1,29,okoye,no,fall_convention,19000
Funko Pop! Marvel Spider-Man Collectors Corp Exclusive Bobble-Head Figure #160,F-POMSCCE60,marvel,,2,34.5,spider-man,no,corp_exclusive,653000
Funko Pop! Marvel Spider-Carnage AAA Anime Exclusive Figure #486,F-POMSAAE86,marvel,,1,50,spider-carnage,no,aaa_anime_exclusive,500
Funko Pop! Deadpool Dinopool Bobble-Head Figure #777,F-PODDBF77,marvel,,1,25,dinopool,no,no,30
Funko Pop! Marvel Avengers Nick Fury Bobble-Head Figure #14,F-POMANFB14,marvel,8/2/2011,1,125,nick fury,no,no,48000
Funko Pop! Marvel Green Goblin (Metallic) (Chase) Walgreens Exclusive Bobble-Head Figure #109,F-POMGG09,marvel,12/8/2015,7,54.57142857,green goblin,metallic,walgreens_exclusive,40000
Funko Pop! Marvel Venomized Magneto NYCC Exclusive Bobble-Head #683,F-POMVMNE83,marvel,10/8/2020,1,70,magneto,no,NYCC,92000
Funko Pop! Marvel Superior Spider-Man Walgreens Exclusive Bobble-Head Figure #233,F-POMSSWE33,marvel,,1,48,spider-man,no,walgreens_exclusive,653000
Funko Pop! Marvel 80 Years Loki Collector Corps Exclusive Figure #508,F-POM8YLC08,marvel,,1,35,loki,no,corp_exclusive,203000
Funko Pop! Deadpool Pandapool (Flocked) (Chase) Bobble-Head Figure #328,F-PODPB28,marvel,,1,70,pandapool,flocked,no,250
Funko Pop! Marvel Venom Venomized Loki Bobble-Head Figure #368,F-POMVVLB68,marvel,,1,48,loki,no,no,203000
Funko Pop! Marvel Guardians Of The Galaxy Vol. 2 Stan Lee NYCC Bobble Head Figure #519,F-POMGOTG19,marvel,,1,29,stan lee,no,NYCC,288000
Funko Pop! Marvel Agent Anti-Venom (Chase) Pop In A Box Exclusive Figure #507,F-POMAAP07,marvel,7/7/2019,1,50,anti-venom,no,pop_in_a_box_exclusive,76000
Funko Pop! Marvel Universe Ghost Rider Bobble-Head Figure #18,F-POMUGRB18,marvel,8/1/2012,2,76,ghost rider,no,no,193000
Funko Pop! Marvel Avengers Infinity War Thor (Glow) Asia Exclusive Bobble-Head Figure #286,F-POMAIWTG86,marvel,,1,110,thor,glow,asia_exclusive,325000
Funko Pop! Marvel Ghost Rider (Metallic) SDCC Bobble-Head Figure #18,F-POMGRS18,marvel,1/1/2013,1,375,ghost rider,metallic,SDCC,193000
Funko Pop! Marvel U.S. Agent Comikaze Exclusive Figure #108,F-POMUACE08,marvel,,1,29,us agent,no,comikaze_exclusive,18000
Funko Pop! Marvel Spider-Man Black and White Fugitive Toys Exclusive Bobble-Head Figure #03,F-POMSBAW03,marvel,6/1/2015,1,230,spider-man,no,fugitive_toys_exclusive,653000
Funko Pop! Marvel Studios Iron Man (Mark I) SDCC Exclusive Bobble-Head Figure #338,F-POMSIM38,marvel,5/14/2018,6,51.16666667,iron man,no,SDCC,432000
